Gene;Swissprot;Mercator;NST_FT_FPKM;NST_75_FPKM;NST_55_FPKM;NST_35_FPKM;NST_AD_FPKM;NST_RH_FPKM
Xvis03_214921; Histone H4 ;DNA-synthesis/chromatin structure;0.22;0.26;0.24;0.21;0;0
Xvis03_214922; ATP synthase 6 kDa subunit, mitochondrial (Fragment) ;not assigned-unknown;30.23;25.48;20.45;14.44;12.86;15.72
Xvis03_214923;NA;not assigned-unknown;30.23;25.48;20.45;14.44;12.86;15.72
Xvis03_214924; Gamma_glutamyltranspeptidase 3 ;redox;29.48;10.72;12.84;57.63;41.4;73.81
Xvis03_214926; LETM1 and EF_hand domain_containing protein 1, mitochondrial ;signalling-calcium;22.46;61.18;44.7;28.01;31.05;11.07
Xvis03_214927; Pirin_like protein ;signalling-G_proteins;8.84;9.17;13.66;11.66;15.68;3.81
Xvis03_214928; Vacuolar protein sorting_associated protein 2 homolog 1 ;RNA-regulation of transcription;48.3;62.34;61.37;49.2;60.4;24.36
Xvis03_214929; Xylosyltransferase 1 (Fragment) ;misc-UDP glucosyl and glucoronyl transferases;7.17;4.96;6.11;8.24;7.68;10.21
Xvis03_214930; Geranylgeranyl transferase type_1 subunit beta ;secondary metabolism-isoprenoids-non_mevalonate pathway;26.32;23.54;25.47;46.25;42.33;22.32
Xvis03_214931; E3 ubiquitin_protein ligase XB3 ;cell-organisation;26.32;23.54;25.47;46.25;42.33;22.32
Xvis03_214933; Dof zinc finger protein DOF3.6 ;secondary metabolism-sulfur_containing;6.28;3.09;1.62;1;1.29;10.48
Xvis03_214934; Protein TRM32 ;signalling-G_proteins;0.61;0.47;1.25;3.22;2.97;0.13
Xvis03_214936; Metallothionein_like protein 4A ;not assigned-unknown;387.34;192.25;418.8;434.6;466.78;64.26
Xvis03_214937; E3 ubiquitin_protein ligase PRT6 ;protein-degradation;7.05;8.31;9.48;9.82;9.86;7.16
Xvis03_214938; Triosephosphate isomerase, cytosolic ;glycolysis-cytosolic branch;49.89;84.14;90.48;67.68;81.34;54.61
Xvis03_214939; Protein kinase APK1A, chloroplastic ;protein-postranslational modification;7.35;4.24;5.53;6.56;6.97;3.78
Xvis03_214940; Serine/arginine_rich SC35_like splicing factor SCL30 ;not assigned-unknown;23.95;15.59;16.05;18.94;12.01;18.04
Xvis03_214942; Telomere repeat_binding protein 5 ;RNA-regulation of transcription;9.79;7.99;5.48;3.09;1.75;8.23
Xvis03_214943;NA;not assigned-unknown;9.79;7.99;5.48;3.09;1.75;8.23
Xvis03_214944; ATP_dependent zinc metalloprotease FTSH 8, mitochondrial ;protein-degradation;4.9;8.16;9.89;14.95;17.69;4.92
Xvis03_214948; Pumilio homolog 3 ;not assigned-no ontology-pumilio/Puf RNA_binding domain_containing protein;0.49;0.53;0.38;0.05;0.04;0.3
Xvis03_214950; Formin_like protein 6 ;cell-organisation;1.41;0.56;0.7;0.64;0.43;2.1
Xvis03_214951; Reticulon_like protein B21 ;not assigned-unknown;0.03;0.05;0.04;0.14;0.39;0.59
Xvis03_214953; Chorismate mutase 2 ;amino acid metabolism-synthesis;14.22;7.35;5.59;2.97;2.54;8.56
Xvis03_214954; CBL_interacting protein kinase 6 ;protein-postranslational modification;1.85;1.36;0.71;0.24;0.06;1.37
Xvis03_214955; Pentatricopeptide repeat_containing protein At3g25210, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;3.29;2.16;1.58;2.87;1.62;3.09
Xvis03_214956; Probable protein phosphatase 2C 60 ;protein-postranslational modification;2.78;2.72;3.22;2.32;1.92;3.66
Xvis03_214957; Enhancer of rudimentary homolog ;protein-degradation;34.36;17.35;15.53;10.87;10.93;29.62
Xvis03_214958; Ubiquitin carboxyl_terminal hydrolase 22 ;protein-degradation;1.42;1.02;0.99;1.07;0.76;0.88
Xvis03_214959; ER membrane protein complex subunit 4 ;not assigned-no ontology;1.12;1.74;0;0;0;2.41
Xvis03_214960; Nuclear pore complex protein NUP43 ;not assigned-unknown;1.81;1.49;0.65;0.34;0.14;2.12
Xvis03_214961; Heptahelical transmembrane protein 3 ;not assigned-unknown;3.1;4.26;12.67;7.11;10.98;7.13
Xvis03_214963;NA;not assigned-no ontology;0.18;0.09;0;0.08;0.16;0.7
Xvis03_214965; Trihelix transcription factor ASIL2 ;RNA-regulation of transcription;2.16;1.04;0.72;0.63;0.14;1.19
Xvis03_214966;NA;not assigned-unknown;0.23;6.2;16.29;13.22;14.49;0.22
Xvis03_214967; Serine/arginine_rich splicing factor RSZ21 ;not assigned-unknown;5.62;10.61;14.84;15.07;15.51;4.31
Xvis03_214970;NA;not assigned-unknown;0;0;0;0;0.04;0
Xvis03_214971; Calmodulin_binding protein 60 B ;signalling-calcium;2.89;3.73;5.83;12.77;14.93;3.57
Xvis03_208356; Lysine histidine transporter 1 ;transport-amino acids;94.99;31.72;20.24;9.65;8.67;13.02
Xvis03_214974; NADPH__cytochrome P450 reductase ;misc-cytochrome P450;5.54;6.3;6.66;11.68;15.56;7.68
Xvis03_214975; 4'_phosphopantetheinyl transferase HetI ;not assigned-unknown;5.72;6.78;9.12;16.42;15.85;5.05
Xvis03_214977;NA;not assigned-unknown;10.85;12.07;11.59;8.56;10.66;6.43
Xvis03_214978; Probable homogentisate phytyltransferase 1, chloroplastic ;not assigned-unknown;3.21;7.48;2.37;0.27;0.31;0.44
Xvis03_214979; Putative glucose_6_phosphate 1_epimerase ;minor CHO metabolism-others;0.28;0.44;0.29;0.58;1.83;0.07
Xvis03_214980;NA;not assigned-unknown;0.46;0.64;1.76;1.75;5.21;0
Xvis03_214981;NA;not assigned-unknown;15.06;15.62;3.72;0.56;0;1.95
Xvis03_214983; Probable protein phosphatase 2C 59 ;protein-postranslational modification;0.16;0.35;0.08;0.29;0.23;0
Xvis03_214985; Uncharacterized membrane protein At1g06890 ;transport-sugars;0.39;0.15;0.29;0.07;0.62;0.39
Xvis03_214986; KH domain_containing protein At4g18375 ;RNA-RNA binding;4.97;6.55;6.25;9.33;7.67;6.03
Xvis03_214987;NA;not assigned-unknown;6.41;6.29;7.3;3.68;5.35;4.91
Xvis03_214988; Cryptochrome DASH, chloroplastic/mitochondrial ;DNA-repair;2.48;2.44;3.41;3.45;3.36;2.26
Xvis03_214989;NA;not assigned-unknown;2.48;2.44;3.41;3.45;3.36;2.26
Xvis03_214996; Fumarate hydratase 2, chloroplastic ;TCA/organic acid transformation;0.61;1.05;0.49;0.22;0.15;0.6
Xvis03_214997; Programmed cell death protein 2 ;not assigned-unknown;2.61;2.02;1.61;0.89;0.9;0.7
Xvis03_214998; Phospholipase D p1 ;lipid metabolism-lipid degradation;1.44;2.9;3.02;0.89;2.03;1.19
Xvis03_214999; Phospholipase D p1 ;not assigned-unknown;4.13;12.96;8.69;4.56;8.71;4.61
Xvis03_215000; Phospholipase D p1 ;not assigned-unknown;4.13;12.96;8.69;4.56;8.71;4.61
Xvis03_215001; Probable pectinesterase/pectinesterase inhibitor 21 ;cell wall-modification;0.16;1.9;0.15;0.28;1.81;0.09
Xvis03_215002; DnaJ homolog subfamily B member 6 ;not assigned-unknown;108;75.82;87.37;117.14;123.76;13.39
Xvis03_215003; DNA (cytosine_5)_methyltransferase 2 ;RNA-regulation of transcription;6.98;4.5;4.54;6.31;6.23;5.4
Xvis03_215004; Amino_acid permease BAT1 homolog ;transport-amino acids;14.86;5.04;6.3;5.78;6.8;7.05
Xvis03_215005;NA;RNA-regulation of transcription;19.27;41.66;49.18;61.88;53.22;28.14
Xvis03_215006;NA;not assigned-unknown;25.82;111;161.85;241.67;232.03;51.74
Xvis03_215007;NA;not assigned-unknown;19.27;41.66;49.18;61.88;53.22;28.14
Xvis03_215008; Protein DEHYDRATION_INDUCED 19 homolog 3 ;not assigned-unknown;54.27;61.1;84.58;117.17;143.93;45.23
Xvis03_215009; PHD and RING finger domain_containing protein 1 ;protein-degradation;18.8;45.4;61.61;167.14;187.79;26.89
Xvis03_215010; Exonuclease mut_7 homolog ;DNA-unspecified;24.65;29.14;27.08;27.72;36.9;36.19
Xvis03_215011; Anaphase_promoting complex subunit 11 ;protein-degradation;24.65;29.14;27.08;27.72;36.9;36.19
Xvis03_215013; Zinc finger matrin_type protein 2 ;not assigned-unknown;23.03;31.25;31.82;26.39;30.98;16.21
Xvis03_215014; GDSL esterase/lipase At1g71250 ;misc-GDSL_motif lipase;0;0;0.01;0.04;0.05;0.2
Xvis03_215015; Serine__tRNA ligase ;not assigned-no ontology-glycine rich proteins;0.22;0;0;0;0;0.33
Xvis03_215016; 65_kDa microtubule_associated protein 3 ;cell-organisation;13.12;11.5;7.1;10.18;12.99;7.43
Xvis03_215017; 65_kDa microtubule_associated protein 3 ;cell-organisation;13.12;11.5;7.1;10.18;12.99;7.43
Xvis03_215018; GTP_binding protein SAR1A ;signalling-G_proteins;54.64;122.66;190.52;237.64;245.32;55.9
Xvis03_215019; Universal stress protein A_like protein ;stress;0.94;0.3;0.03;0.6;0.03;9.65
Xvis03_215020; E3 ubiquitin_protein ligase MARCH2 ;not assigned-unknown;0.85;10.33;11.46;7.17;10.75;5.39
Xvis03_215021; Outer envelope pore protein 16_2, chloroplastic ;not assigned-unknown;143.34;555.72;943.88;614.16;663.39;94.44
Xvis03_215022; Probable bifunctional TENA_E protein ;not assigned-no ontology;15.41;24.44;24.72;26.1;31.01;9.88
Xvis03_215023;NA;not assigned-unknown;10.75;26.35;24.57;23.64;34.36;5.24
Xvis03_215024; Nicotianamine synthase ;metal handling-binding, chelation and storage;0.34;0.16;0.23;0.12;0.87;0.26
Xvis03_215025;NA;not assigned-unknown;3.9;1.52;0.97;1.34;2.48;2.29
Xvis03_215026;NA;not assigned-unknown;8.59;10.42;13.6;10.74;15.62;13.03
Xvis03_215027; Probable pectinesterase 67 ;cell wall-modification;0.08;1.24;0.23;0.1;0.69;0.05
Xvis03_215028; Protein FAR_RED IMPAIRED RESPONSE 1 ;RNA-regulation of transcription;11.25;7.58;8.93;14.34;14.88;13.39
Xvis03_215029; Stress_related protein ;not assigned-no ontology;9.7;55.03;91.16;71.62;80.16;2.84
Xvis03_215030; Protein FAM179B ;not assigned-unknown;0.28;0.89;3.03;12.17;9.42;0.5
Xvis03_215033; Auxilin_related protein 2 ;cell-vesicle transport;4.04;2.44;2.23;5.78;5;3.06
Xvis03_215034;NA;not assigned-unknown;39.43;52.59;60.28;104.84;87.42;32.48
Xvis03_215035; Mitochondrial zinc maintenance protein 1, mitochondrial ;not assigned-no ontology;16.06;22.42;22.52;13.06;16.64;15.72
Xvis03_215036;NA;not assigned-unknown;7.88;13.25;9.34;13.07;11.74;6.17
Xvis03_215037; Protein pleiotropic regulatory locus 1 ;protein-postranslational modification;24.05;25.33;22.24;30.5;24.94;24.82
Xvis03_215038; Spermatogenesis_associated protein 20 ;not assigned-unknown;14.54;47.26;42.75;32.13;22.47;3.97
Xvis03_215039; Alpha_humulene synthase ;secondary metabolism-isoprenoids-terpenoids;6.38;1.14;3.6;1.29;0.41;0.67
Xvis03_215040; Protein PHYLLO, chloroplastic ;not assigned-unknown;17.4;31;43.07;48.53;64.18;20.66
Xvis03_215041;NA;not assigned-no ontology;17.4;31;43.07;48.53;64.18;20.66
Xvis03_215045; Alpha_humulene synthase ;not assigned-unknown;4.76;0.21;1.41;0.08;0.14;0.03
Xvis03_215046; Histidine_containing phosphotransfer protein 1 ;not assigned-unknown;8.52;4.7;1.89;1.5;1.67;4.38
Xvis03_215047; Histone H2AX ;DNA-synthesis/chromatin structure;31.91;46.21;61.87;78.56;79.24;21.59
Xvis03_215048; Methyl_CpG_binding domain_containing protein 1 ;not assigned-unknown;6.97;4.86;4.48;4.41;3.3;8.77
Xvis03_215050; Autophagy_related protein 18h ;protein-degradation;22.86;13.83;16.55;21.72;17.45;32.87
Xvis03_215051; Protein FAR1_RELATED SEQUENCE 5 ;signalling-light;9.37;8.1;7.85;14.18;13;10.97
Xvis03_215052; TVP38/TMEM64 family membrane protein slr0305 ;not assigned-unknown;19.48;30.73;40.36;41.66;41.14;31.39
Xvis03_215053;" Endo_1,3;1,4_beta_D_glucanase ";not assigned-unknown;239.26;223.1;220.03;140.55;150.72;172.43
Xvis03_215054; Pentatricopeptide repeat_containing protein At5g65560 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.51;1.16;0.8;1.05;0.77;0.96
Xvis03_215055; DEAD_box ATP_dependent RNA helicase 57 ;protein-synthesis;11.45;10.93;10.09;8.71;8.21;8.7
Xvis03_215056;NA;transport-misc;3.22;3.69;3.09;2.43;2.32;2.2
Xvis03_215057;NA;not assigned-unknown;47.5;22.14;25.61;30.45;28.54;38.14
Xvis03_215058; UPF0603 protein At1g54780, chloroplastic ;not assigned-unknown;157.43;43.33;33.54;22.8;20.85;186.58
Xvis03_215059; Mitochondrial ubiquitin ligase activator of NFKB 1 ;protein-degradation;61.21;62.48;57.75;118.96;112.71;73.29
Xvis03_215060; BI1_like protein ;not assigned-no ontology;93.32;99.26;133.13;163.48;159.86;141.85
Xvis03_215061; Calcium_binding protein 39 ;not assigned-unknown;15.31;10.64;10.1;11.68;9.78;14.39
Xvis03_215062; Cyclin_dependent kinase D_1 ;cell-division;15.34;16.94;10.1;5.77;4.49;18.21
Xvis03_215063; Protein ALWAYS EARLY 3 ;RNA-regulation of transcription;4.51;3.22;3.45;6.78;10.42;6.45
Xvis03_215064;NA;not assigned-unknown;4.51;3.22;3.45;6.78;10.42;6.45
Xvis03_215065;NA;cell-division;15.57;17.45;10.58;6.15;4.74;18.43
Xvis03_215067; Niemann_Pick C1 protein ;not assigned-no ontology;49.5;71.82;43.5;41.1;41.32;82.11
Xvis03_202387; Mitogen_activated protein kinase kinase 7 ;signalling-MAP kinases;0.31;0;0.03;0;0.11;0.87
Xvis03_215069;NA;not assigned-no ontology;0;0;0;0;0;0
Xvis03_215070; 26S protease regulatory subunit S10B homolog B ;protein-degradation;4.48;3.02;1.96;10.39;12.62;0.26
Xvis03_215071; Transcription factor_like protein DPB ;RNA-regulation of transcription;11.94;7.36;7.15;2.72;2.37;13.71
Xvis03_215072; Transcription factor_like protein DPB ;RNA-regulation of transcription;11.94;7.36;7.15;2.72;2.37;13.71
Xvis03_215073;NA;not assigned-unknown;4.31;3.59;2.75;3.92;1.89;5.97
Xvis03_215074; Serine/threonine_protein kinase CDL1 ;not assigned-unknown;90.49;160.69;100.61;77.81;68.91;160.3
Xvis03_215075; Serine/threonine_protein kinase CDL1 ;not assigned-unknown;47.77;100.86;65.53;40.96;31.18;85.47
Xvis03_215076; Serine/threonine_protein kinase CDL1 ;not assigned-unknown;2.35;4.23;2.86;2.84;2.71;3.4
Xvis03_215077;NA;not assigned-unknown;2.03;3.78;2.55;2.42;2.38;2.71
Xvis03_215078; Putative nuclease HARBI1 ;not assigned-unknown;0.3;0.55;0.37;0.36;0.56;0.25
Xvis03_215079; Niemann_Pick C1 protein ;not assigned-unknown;52.42;74.46;45.75;42.68;42.88;84.76
Xvis03_215080;NA;not assigned-unknown;14.92;9.55;6.31;4.52;3.69;22.49
Xvis03_215081; Serine/threonine_protein kinase CDL1 ;protein-postranslational modification;11.45;20.99;18.06;11.75;9.13;19.45
Xvis03_215082; Niemann_Pick C1 protein ;not assigned-no ontology;49.5;71.82;43.5;41.1;41.32;82.11
Xvis03_215083;NA;not assigned-unknown;49.5;71.82;43.5;41.1;41.32;82.11
Xvis03_215084;NA;not assigned-unknown;57.75;91.12;116.38;89.63;116.06;102.94
Xvis03_215085; Niemann_Pick C1 protein ;not assigned-no ontology;57.75;91.12;116.38;89.63;116.06;102.94
Xvis03_215086; Niemann_Pick C1 protein ;not assigned-unknown;57.75;91.12;116.38;89.63;116.06;102.94
Xvis03_215087; Niemann_Pick C1_like protein 1 ;not assigned-no ontology;57.75;91.12;116.38;89.63;116.06;102.94
Xvis03_215088; Protein kinase APK1A, chloroplastic ;not assigned-unknown;57.75;91.12;116.38;89.63;116.06;102.94
Xvis03_215090; Transcription factor_like protein DPB ;RNA-regulation of transcription;1.05;0.62;1.35;1.8;2.69;2.13
Xvis03_215091; Glycerol_3_phosphate dehydrogenase SDP6, mitochondrial ;lipid metabolism-glyceral metabolism;8.08;14.69;19.69;9.53;9.11;7.32
Xvis03_215093; Protein PHR1_LIKE 1 ;RNA-regulation of transcription;20.33;19.81;25.12;45.03;47.71;11.09
Xvis03_215094;NA;DNA-synthesis/chromatin structure;8.78;15.05;14.93;16.4;21.05;11.1
Xvis03_215095; Peroxygenase ;development-unspecified;2.75;694.41;1076.46;647.38;770.11;5.21
Xvis03_215096;NA;signalling-calcium;3.17;338.08;563.06;145.12;163.45;3.82
Xvis03_215097;NA;not assigned-unknown;1.14;14.91;17.93;2.5;1.49;3.43
Xvis03_215100; Zinc finger protein CONSTANS_LIKE 3 ;RNA-regulation of transcription;1.01;0.24;0.18;0.43;0.31;0.81
Xvis03_215101;NA;not assigned-unknown;5.01;3.2;2.79;2.12;1.67;8.93
Xvis03_215103; Pre_mRNA_processing factor 19 ;not assigned-unknown;102.94;82.58;67.43;46.85;38.02;97.61
Xvis03_215104;NA;RNA-processing;102.94;82.58;67.43;46.85;38.02;97.61
Xvis03_215105; Oxidation resistance protein 1 ;not assigned-unknown;0.5;4.73;6.52;11.97;12.3;0.87
Xvis03_215106; 60S ribosomal protein L37 (Fragment) ;protein-synthesis;19.6;41.55;17.05;9.49;8.44;26.01
Xvis03_215107; Protein EXORDIUM_like 3 ;development-unspecified;7.1;1.07;0.5;0.01;0;17.3
Xvis03_215108; Beta_carotene isomerase D27, chloroplastic ;not assigned-unknown;18.5;11.47;13.84;16.51;15.82;52.06
Xvis03_215109; Probable sodium/metabolite cotransporter BASS5, chloroplastic ;secondary metabolism-sulfur_containing;7.38;8.86;5.34;1.74;1.73;2.22
Xvis03_215111; Protein ROOT PRIMORDIUM DEFECTIVE 1 ;not assigned-unknown;3.87;2.03;1.15;0.72;0.55;4.59
Xvis03_215112; Cell division control protein 2 homolog A ;cell-cycle;4.28;4.34;2.4;3.98;4.67;4.26
Xvis03_215113;NA;cell-cycle;4.28;4.34;2.4;3.98;4.67;4.26
Xvis03_215114; Pentatricopeptide repeat_containing protein At5g66520 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;0.38;0.65;0.83;0.75;0.48;0.87
Xvis03_215115;NA;not assigned-unknown;9.8;9.42;11.02;23.33;18.07;12.87
Xvis03_215116; U_box domain_containing protein 4 ;not assigned-no ontology-armadillo/beta_catenin repeat family protein;1.85;0.38;0.47;1.16;0.69;5.28
Xvis03_215117; Uncharacterized GTP_binding protein At5g64813 ;signalling-G_proteins;5.78;8.61;7.39;9.46;10.3;8.72
Xvis03_215119; Protein STAY_GREEN 1, chloroplastic ;not assigned-unknown;0.2;4.92;9.46;5.53;5;0.18
Xvis03_215120; Protein STAY_GREEN, chloroplastic ;not assigned-unknown;0.02;40.06;105.84;56.54;68.12;0.13
Xvis03_215121;NA;not assigned-unknown;0.02;40.06;105.84;56.54;68.12;0.13
Xvis03_215122; Protein STAY_GREEN, chloroplastic ;not assigned-unknown;0.01;0.58;3.16;1.14;2.82;0
Xvis03_215125; UPF0721 transmembrane protein ORF9 ;not assigned-unknown;1.61;35.72;27.04;3.77;3.01;1.48
Xvis03_215126; Transcription factor ILR3 ;RNA-regulation of transcription;62.49;74.72;74.2;63.92;67.17;50.89
Xvis03_215128; E3 ubiquitin_protein ligase RBBP6 ;RNA-regulation of transcription;7.53;7.46;14.13;12.5;18.28;11.69
Xvis03_215130; Photosynthetic NDH subunit of lumenal location 3, chloroplastic ;photosynthesis-lightreaction;24.69;3.11;2.64;2.32;2.59;36.39
Xvis03_215131; Oxygen_evolving enhancer protein 3_1, chloroplastic ;photosynthesis-lightreaction;79.75;14.1;12.53;5.77;4.69;537.51
Xvis03_215133; Pentatricopeptide repeat_containing protein At4g18975, chloroplastic ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;10.22;14.3;12.21;8.47;10.79;8.23
Xvis03_212658; Lysine histidine transporter 1 ;transport-amino acids;0.2;3.27;10.14;2.74;13.42;0.96
Xvis03_215135;NA;not assigned-unknown;41.11;12.69;14.43;20.37;17.4;21.06
Xvis03_215137; Scarecrow_like protein 32 ;RNA-regulation of transcription;1.97;0.04;0.09;0.2;0.49;26.37
Xvis03_215138; Probable glycosyltransferase At5g03795 ;misc-UDP glucosyl and glucoronyl transferases;11.6;10.64;13.07;16.6;18.17;18.77
Xvis03_215139; Wall_associated receptor kinase_like 20 ;signalling-receptor kinases;2.16;3.73;6.2;7.67;6.86;8.07
Xvis03_215140; U4/U6 small nuclear ribonucleoprotein Prp3 ;RNA-processing;33.58;21.42;16.49;39.55;32.19;11.71
Xvis03_215141; Probable glycosyltransferase At5g03795 ;cell wall-synthesis;18.29;11.5;9.69;2.7;2.95;46.45
Xvis03_215142; Transmembrane protein DDB_G0273707/DDB_G0273361 ;not assigned-unknown;3.2;4.64;3.36;0.73;0.99;2.2
Xvis03_215144; Uncharacterized tRNA/rRNA methyltransferase YsgA ;RNA-processing;4.46;7.04;4.7;2.62;1.94;6.85
Xvis03_215145; Putative glutamine amidotransferase YLR126C ;nucleotide metabolism-synthesis;11.35;5.54;6.33;15.05;14.56;18.04
Xvis03_215146; Retrovirus_related Pol polyprotein from transposon TNT 1_94 ;not assigned-unknown;0.25;0.11;0.05;0.18;0.35;0.12
Xvis03_215147; Protein argonaute MEL1 ;protein-synthesis;1.55;7.2;3.26;3.29;2.2;3.44
Xvis03_215150; Protein NUCLEAR FUSION DEFECTIVE 4 ;development-unspecified;8.22;4;2.04;1.39;0.57;2.07
Xvis03_215151; Protein NUCLEAR FUSION DEFECTIVE 4 ;development-unspecified;46.51;22.42;32.94;21.37;22.1;9.31
Xvis03_215152; Aspartic proteinase_like protein 2 ;protein-degradation;6.16;38.32;49.33;19.09;20.02;9.73
Xvis03_215153; Glycine_rich RNA_binding protein RZ1B ;RNA-RNA binding;28.19;35.29;40.7;44.62;39.17;40.23
Xvis03_215154;NA;not assigned-unknown;11.6;8.06;5.52;13.46;11.37;11.31
Xvis03_215155; Conserved oligomeric Golgi complex subunit 1 ;not assigned-unknown;4.17;7.17;8.03;11.28;12.02;4.8
Xvis03_215156;NA;not assigned-unknown;65.78;59.68;63.93;93.12;92.28;112.2
Xvis03_215157; Purple acid phosphatase 2 ;misc-acid and other phosphatases;17.73;15.21;10.72;4.99;5.96;19.91
Xvis03_215159; Probable GTP_binding protein OBGC2 ;not assigned-unknown;6.03;8.71;6.75;13.37;12.76;7.43
Xvis03_215160; Cysteine proteinase RD21a ;protein-degradation;5.62;32.52;42.64;77.05;66.04;13.59
Xvis03_215161;NA;not assigned-no ontology;0.07;0;0;0.19;0.14;0.5
Xvis03_215162;NA;not assigned-unknown;16.66;25.02;24.01;18.9;20.73;22.15
Xvis03_215163;NA;signalling-G_proteins;16.66;25.02;24.01;18.9;20.73;22.15
Xvis03_215164;NA;redox;2379.83;2135.28;2240.27;1954.31;2354.79;1116.46
Xvis03_215165; Bifunctional epoxide hydrolase 2 ;misc-misc2;16.3;22.11;20.82;13.61;10.07;12.73
Xvis03_215166; U3 small nucleolar RNA_associated protein 18 homolog ;protein-synthesis;12.51;21.86;25.2;49.58;42.98;12.94
Xvis03_215167; BEL1_like homeodomain protein 7 ;RNA-regulation of transcription;103.94;24.04;22.18;30.74;28.52;43.35
Xvis03_215168; C_Myc_binding protein homolog ;not assigned-unknown;0.24;0.13;0.1;1.02;0.89;2.5
Xvis03_215169; MATH domain_containing protein At5g43560 ;not assigned-no ontology;12.75;12.16;10.84;24.07;22.19;7.7
Xvis03_215170; GRF1_interacting factor 1 ;not assigned-unknown;0.65;0.13;0.07;0.15;0.11;0.52
Xvis03_215171; Renalase ;not assigned-unknown;9.83;17.83;19.96;18.45;13.31;9.7
Xvis03_215172; Protein WVD2_like 1 ;cell-division;3.2;0.14;0.08;0.05;0.09;3.45
Xvis03_215173; Probable ureidoglycolate hydrolase ;protein-degradation;25.42;16.88;14.83;5.97;5.75;35.51
Xvis03_215174; YlmG homolog protein 1_2, chloroplastic ;development-unspecified;29.58;91.02;160.61;157.85;163.46;98.08
Xvis03_215175;NA;not assigned-unknown;29.58;91.02;160.61;157.85;163.46;98.08
Xvis03_215176; StAR_related lipid transfer protein 7, mitochondrial ;not assigned-no ontology;34.12;22.74;21.65;34.09;33.54;85.29
Xvis03_215178; ATP_dependent DNA helicase 2 subunit KU70 ;not assigned-unknown;7.41;9.19;9.71;6.09;4.71;4.26
Xvis03_215179;NA;not assigned-no ontology;9.91;1.32;1.12;0.5;1.03;5.87
